All event log messages.
Date:	2017-05-19 16:17:47
System Name:	MCube_6.04.Robot2
Controller Name:	192.168.1.2
Controller Id	120-800253

RobotWare: 6.04.00.01
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input
	623-1 Multitasking

Robot1
Key:	
Options:	
	IRB 120T-3/0.6
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600/1660ID IRC5 Compact



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
50871     	I   	Operational         	10125   	Program stopped                         	2017-05-16 12:39:55 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
50872     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 13:03:53 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
50873     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 13:05:30 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
50874     	I   	Operational         	10052   	Regain start                            	2017-05-16 13:05:34 	A regain movement has started.	{args: "0"}
50875     	I   	Operational         	10053   	Regain ready                            	2017-05-16 13:05:34 	The regain movement is ready.	{args: "0"}
50876     	I   	Operational         	10151   	Program started                         	2017-05-16 13:05:34 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
52878     	E   	Motion              	50027   	Joint Out of Range                      	2017-05-16 13:05:47 	Position for ROB_1 joint rob1_6 is out of working range.	{args: "rob1_6", "ROB_1"}
52879     	I   	Operational         	10020   	Execution error state                   	2017-05-16 13:05:47 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
52880     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-16 13:05:47 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
52881     	I   	Operational         	10125   	Program stopped                         	2017-05-16 13:05:47 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
52882     	I   	Operational         	10010   	Motors OFF state                        	2017-05-16 13:05:48 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
52884     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 13:06:08 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
52885     	I   	Operational         	10021   	Execution error reset                   	2017-05-16 13:06:08 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
52886     	E   	System              	20072   	Not allowed command                     	2017-05-16 13:06:09 	The command is not allowed in Motors OFF state.	{args: "66"}
52887     	I   	Operational         	10011   	Motors ON state                         	2017-05-16 13:06:19 	The system is in the Motors ON state.	{args: }
52888     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 13:06:29 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
52889     	I   	Operational         	10052   	Regain start                            	2017-05-16 13:06:31 	A regain movement has started.	{args: "0"}
52890     	I   	Operational         	10053   	Regain ready                            	2017-05-16 13:06:31 	The regain movement is ready.	{args: "0"}
52891     	I   	Operational         	10151   	Program started                         	2017-05-16 13:06:31 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
52892     	I   	Operational         	10125   	Program stopped                         	2017-05-16 13:06:33 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
52893     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-16 13:06:36 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
52894     	I   	Operational         	10052   	Regain start                            	2017-05-16 13:07:24 	A regain movement has started.	{args: "0"}
52895     	I   	Operational         	10053   	Regain ready                            	2017-05-16 13:07:24 	The regain movement is ready.	{args: "0"}
52896     	I   	Operational         	10151   	Program started                         	2017-05-16 13:07:24 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
54900     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-16 13:07:38 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
54901     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-16 13:07:38 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
54902     	E   	Program             	40228   	Execution error                         	2017-05-16 13:07:38 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
54903     	I   	Operational         	10020   	Execution error state                   	2017-05-16 13:07:38 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
54904     	I   	Operational         	10126   	Program stopped                         	2017-05-16 13:07:38 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
54905     	I   	Operational         	10045   	System restarted                        	2017-05-18 07:38:30 	System was restarted.	{args: }
54906     	W   	Operational         	12700   	Missing time zone information           	2017-05-18 07:38:30 	No time zone information has been specified.	{args: }
54908     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-18 07:38:59 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
54909     	I   	Operational         	10017   	Automatic mode confirmed                	2017-05-18 07:38:59 	The system is in the Automatic mode.	{args: }
54910     	I   	Operational         	10155   	Program restarted                       	2017-05-18 07:38:59 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB1"}
54911     	I   	Operational         	10129   	Program stopped                         	2017-05-18 07:38:59 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready.	{args: "1", "T_ROB1"}
54912     	E   	Operational         	10106   	Service Message                         	2017-05-18 07:38:59 	It's time for service for robot ROB_1 because it is 1044 days since the last service.	{args: "1044", "ROB_1"}
54913     	I   	Operational         	10010   	Motors OFF state                        	2017-05-18 07:38:59 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
54914     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:14:55 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
54915     	I   	Operational         	10011   	Motors ON state                         	2017-05-18 08:15:52 	The system is in the Motors ON state.	{args: }
54916     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:15:55 	A regain movement has started.	{args: "0"}
54917     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:15:55 	The regain movement is ready.	{args: "0"}
54918     	I   	Operational         	10151   	Program started                         	2017-05-18 08:15:55 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
54919     	I   	Operational         	10125   	Program stopped                         	2017-05-18 08:15:58 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
54921     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:16:31 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
54922     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:16:33 	A regain movement has started.	{args: "0"}
54923     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:16:33 	The regain movement is ready.	{args: "0"}
54924     	I   	Operational         	10151   	Program started                         	2017-05-18 08:16:33 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
56927     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:16:47 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
56928     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:16:47 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
56929     	E   	Program             	40228   	Execution error                         	2017-05-18 08:16:47 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
56930     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:16:47 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
56931     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:16:47 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
56932     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:16:59 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
56933     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:16:59 	A regain movement has started.	{args: "0"}
56934     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:16:59 	The regain movement is ready.	{args: "0"}
56935     	I   	Operational         	10156   	Program restarted                       	2017-05-18 08:16:59 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB1"}
56937     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:17:00 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
56938     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:17:00 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
56939     	E   	Program             	40228   	Execution error                         	2017-05-18 08:17:00 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
56940     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:17:00 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
56941     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:17:00 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
56942     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:17:04 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
56943     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:17:04 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
56944     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:17:05 	A regain movement has started.	{args: "0"}
56945     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:17:05 	The regain movement is ready.	{args: "0"}
56946     	I   	Operational         	10151   	Program started                         	2017-05-18 08:17:05 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
56947     	I   	Operational         	10125   	Program stopped                         	2017-05-18 08:17:07 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
56949     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:19:26 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
56950     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:19:34 	A regain movement has started.	{args: "0"}
56951     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:19:34 	The regain movement is ready.	{args: "0"}
56952     	I   	Operational         	10151   	Program started                         	2017-05-18 08:19:34 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
58462     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:19:43 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
58463     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:19:43 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
58464     	E   	Program             	40228   	Execution error                         	2017-05-18 08:19:43 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
58465     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:19:43 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
58466     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:19:43 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
58467     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:22:26 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
58468     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:22:26 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
58469     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:22:40 	A regain movement has started.	{args: "0"}
58470     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:22:40 	The regain movement is ready.	{args: "0"}
58471     	I   	Operational         	10151   	Program started                         	2017-05-18 08:22:40 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
59663     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:22:47 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
59664     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:22:47 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
59665     	E   	Program             	40228   	Execution error                         	2017-05-18 08:22:47 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
59666     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:22:47 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
59667     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:22:47 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
59668     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:23:09 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
59669     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:23:09 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
59670     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:23:12 	A regain movement has started.	{args: "0"}
59671     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:23:12 	The regain movement is ready.	{args: "0"}
59672     	I   	Operational         	10151   	Program started                         	2017-05-18 08:23:12 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
61676     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:23:23 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
61677     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:23:23 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
61678     	E   	Program             	40228   	Execution error                         	2017-05-18 08:23:23 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
61679     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:23:23 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
61680     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:23:23 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
61681     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:26:13 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
61682     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:26:13 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
61683     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:26:13 	A regain movement has started.	{args: "0"}
61684     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:26:13 	The regain movement is ready.	{args: "0"}
61685     	I   	Operational         	10151   	Program started                         	2017-05-18 08:26:13 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
61686     	I   	Operational         	10125   	Program stopped                         	2017-05-18 08:26:15 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
61688     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:26:36 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
61689     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:26:41 	A regain movement has started.	{args: "0"}
61690     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:26:41 	The regain movement is ready.	{args: "0"}
61691     	I   	Operational         	10151   	Program started                         	2017-05-18 08:26:41 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
63322     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:26:49 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
63323     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:26:49 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
63324     	E   	Program             	40228   	Execution error                         	2017-05-18 08:26:49 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
63325     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:26:49 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
63326     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:26:49 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
63327     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:27:46 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
63328     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:27:46 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
63329     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:27:47 	A regain movement has started.	{args: "0"}
63330     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:27:47 	The regain movement is ready.	{args: "0"}
63331     	I   	Operational         	10151   	Program started                         	2017-05-18 08:27:47 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
64506     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:27:54 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
64507     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:27:54 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
64508     	E   	Program             	40228   	Execution error                         	2017-05-18 08:27:54 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
64509     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:27:54 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
64510     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:27:54 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
64511     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 08:29:51 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
64512     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 08:29:51 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
64513     	I   	Operational         	10052   	Regain start                            	2017-05-18 08:29:58 	A regain movement has started.	{args: "0"}
64514     	I   	Operational         	10053   	Regain ready                            	2017-05-18 08:29:58 	The regain movement is ready.	{args: "0"}
64515     	I   	Operational         	10151   	Program started                         	2017-05-18 08:29:58 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
66519     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:30:09 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
66520     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 08:30:09 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
66521     	E   	Program             	40228   	Execution error                         	2017-05-18 08:30:09 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
66522     	I   	Operational         	10020   	Execution error state                   	2017-05-18 08:30:09 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
66523     	I   	Operational         	10126   	Program stopped                         	2017-05-18 08:30:09 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
66524     	I   	Operational         	10045   	System restarted                        	2017-05-18 16:57:15 	System was restarted.	{args: }
66525     	W   	Operational         	12700   	Missing time zone information           	2017-05-18 16:57:15 	No time zone information has been specified.	{args: }
66527     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-18 16:57:43 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
66528     	I   	Operational         	10017   	Automatic mode confirmed                	2017-05-18 16:57:43 	The system is in the Automatic mode.	{args: }
66529     	I   	Operational         	10155   	Program restarted                       	2017-05-18 16:57:43 	Execution of task T_ROB1 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB1"}
66530     	I   	Operational         	10129   	Program stopped                         	2017-05-18 16:57:43 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready.	{args: "1", "T_ROB1"}
66531     	E   	Operational         	10106   	Service Message                         	2017-05-18 16:57:43 	It's time for service for robot ROB_1 because it is 1044 days since the last service.	{args: "1044", "ROB_1"}
66532     	I   	Operational         	10010   	Motors OFF state                        	2017-05-18 16:57:44 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
66533     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 16:58:33 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
66534     	E   	System              	20072   	Not allowed command                     	2017-05-18 16:58:34 	The command is not allowed in Motors OFF state.	{args: "66"}
66535     	I   	Operational         	10011   	Motors ON state                         	2017-05-18 16:58:41 	The system is in the Motors ON state.	{args: }
66536     	I   	Operational         	10052   	Regain start                            	2017-05-18 16:58:44 	A regain movement has started.	{args: "0"}
66537     	I   	Operational         	10053   	Regain ready                            	2017-05-18 16:58:44 	The regain movement is ready.	{args: "0"}
66538     	I   	Operational         	10151   	Program started                         	2017-05-18 16:58:44 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
66540     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-18 16:58:46 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
66541     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-18 16:58:46 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
66542     	E   	Program             	40228   	Execution error                         	2017-05-18 16:58:46 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
66543     	I   	Operational         	10020   	Execution error state                   	2017-05-18 16:58:46 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
66544     	I   	Operational         	10126   	Program stopped                         	2017-05-18 16:58:46 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
66545     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 16:58:52 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
66546     	I   	Operational         	10021   	Execution error reset                   	2017-05-18 16:58:52 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
66547     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-18 16:59:35 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
